,Unnamed: 0,dateTime,deviceId,uid,pressure,temperature,humidity,lat,long,pm1_0,pm2_5,pm10
8061,8061,2020-10-26 03:36:30+05:30,00000000078e6811,8ad0febb-40de-4dfb-b81f-df8ea8e49e19,987.613906,23.56,57.19824200000001,28.579468,77.234535,125.0,204.0,230.0
8062,8062,2020-10-26 03:36:33+05:30,00000000078e6811,473ac758-7492-4195-aad8-57a77df4fa8c,986.833203,23.09,57.16015600000001,28.579468,77.234543,123.0,208.0,234.0
8063,8063,2020-10-26 03:36:36+05:30,00000000078e6811,fe49bd06-c509-4108-b2ad-0c0b2c625867,987.597813,23.59,57.138672,28.579464,77.234543,123.0,212.0,234.0
8065,8065,2020-10-26 03:36:39+05:30,00000000078e6811,772c3093-512e-420b-b0c6-87aee330cd7c,987.58125,23.6,57.06640600000001,28.579464,77.23455,124.0,208.0,233.0
8067,8067,2020-10-26 03:36:42+05:30,00000000078e6811,ed23513a-99a6-4991-a89f-bf27f13f3ce0,987.611562,23.61,57.006836,28.57946,77.234566,124.0,209.0,236.0
8069,8069,2020-10-26 03:36:45+05:30,00000000078e6811,6d94df56-5b94-4e61-90e0-fa58d59e3823,987.635313,23.62,56.954102,28.57946,77.23455,125.0,210.0,236.0
8071,8071,2020-10-26 03:36:48+05:30,00000000078e6811,288080ef-20b0-485d-8a79-6030f442a8cb,987.581563,23.63,56.913086,28.579464,77.234543,125.0,212.0,238.0
8073,8073,2020-10-26 03:36:51+05:30,00000000078e6811,93c6f4b5-7097-42f7-9783-14358058179d,987.61875,23.65,56.83203100000001,28.579464,77.23455,126.0,214.0,236.0
8075,8075,2020-10-26 03:36:57+05:30,00000000078e6811,ac37a48d-1c1f-4f0e-b276-9ef6824a968f,987.58875,23.68,56.741211,28.579456,77.234535,128.0,214.0,244.0
8077,8077,2020-10-26 03:37:00+05:30,00000000078e6811,2dc8b68a-a65d-4ae9-923b-f2077e6d2dfd,987.573437,23.69,56.679688,28.57946,77.234528,130.0,210.0,234.0
8079,8079,2020-10-26 03:37:03+05:30,00000000078e6811,0912a720-4cda-409b-9787-dd1ceef7382e,987.536328,23.68,56.66699200000001,28.57946,77.234535,126.0,208.0,230.0
8081,8081,2020-10-26 03:37:06+05:30,00000000078e6811,a4ab8868-5f9e-4912-aa61-cb339be73e9a,986.71375,23.17,56.592773,28.57946,77.234543,128.0,210.0,228.0
8083,8083,2020-10-26 03:37:09+05:30,00000000078e6811,259511bd-a87d-4724-bd11-ed8b3db5b1f3,987.553125,23.73,56.62011700000001,28.57946,77.234543,127.0,211.0,236.0
8085,8085,2020-10-26 03:37:12+05:30,00000000078e6811,68f1bc41-a640-4ff2-8eb3-df91305ec36c,987.566875,23.74,56.570312,28.57946,77.234543,126.0,208.0,235.0
8086,8086,2020-10-26 03:37:15+05:30,00000000078e6811,ccc1ee8d-27d3-4507-8261-6ffbf28a0ed5,987.543437,23.75,56.518555000000006,28.579464,77.234528,126.0,211.0,237.0
8087,8087,2020-10-26 03:37:18+05:30,00000000078e6811,ca7ffa47-4f37-4942-a23d-8e2b7507935a,987.503594,23.77,56.46875,28.579475,77.234535,126.0,210.0,238.0
8088,8088,2020-10-26 03:37:21+05:30,00000000078e6811,f957ccb2-405b-42ac-80e2-a1f8987692f4,987.531172,23.77,56.384766000000006,28.579475,77.234535,126.0,212.0,237.0
8089,8089,2020-10-26 03:37:24+05:30,00000000078e6811,c7e8d520-c22e-45dc-b0ba-e7f2cf3dc818,987.560234,23.79,56.35546899999999,28.579475,77.23451999999997,126.0,213.0,237.0
8092,8092,2020-10-26 03:37:27+05:30,00000000078e6811,b445cdd2-8997-4e28-9673-ffcab4527740,987.560625,23.8,56.304688,28.579479,77.23451999999997,126.0,213.0,229.0
8094,8094,2020-10-26 03:37:30+05:30,00000000078e6811,730d37db-450b-4d3a-9bd6-6941c8195880,987.544062,23.82,56.233398,28.579489,77.234489,124.0,211.0,227.0
8096,8096,2020-10-26 03:37:33+05:30,00000000078e6811,079a8b13-9209-4ee3-a3de-d2150d7749a8,987.523359,23.83,56.203125,28.579485,77.23449699999998,124.0,208.0,229.0
8098,8098,2020-10-26 03:37:39+05:30,00000000078e6811,473d315e-2510-459e-94f9-020b4f24ba50,987.499922,23.86,56.09082,28.579517,77.23446700000002,124.0,210.0,236.0
8100,8100,2020-10-26 03:37:42+05:30,00000000078e6811,b4777fe4-9cdc-49c1-a9e7-d8f4aef1866d,987.547031,23.86,56.05957,28.579533,77.234474,124.0,208.0,236.0
8101,8101,2020-10-26 03:37:45+05:30,00000000078e6811,fbdc2099-0344-496a-8ba7-72153b67e904,987.540078,23.88,56.0625,28.579561,77.234474,125.0,207.0,233.0
8104,8104,2020-10-26 03:37:48+05:30,00000000078e6811,e8a0be2c-1d66-41b7-a456-48e883844872,987.569219,23.89,55.938477,28.579573,77.234459,124.0,207.0,235.0
8109,8109,2020-10-26 03:38:00+05:30,00000000078e6811,742e01fe-c308-414e-bbe6-121629ab7348,987.583203,23.94,55.81738299999999,28.579607,77.23442800000002,129.0,211.0,245.0
8111,8111,2020-10-26 03:38:03+05:30,00000000078e6811,15b81ed5-9b7d-43b8-aa50-6a54b40b5904,987.604219,23.96,55.767578,28.57955,77.23442800000002,129.0,213.0,243.0
8116,8116,2020-10-26 03:38:15+05:30,00000000078e6811,1890a5b4-d82b-4e07-88ce-70cc8f2fa9bd,987.572969,24.0,55.59375,28.579723,77.234413,125.0,201.0,222.0
8118,8118,2020-10-26 03:38:24+05:30,00000000078e6811,07e9ca89-504e-4100-ab03-ffb97614e2f2,987.556328,24.04,55.451172,28.579744,77.234474,123.0,202.0,227.0
8120,8120,2020-10-26 03:38:27+05:30,00000000078e6811,ddae657f-3369-4be0-a3c4-f24f13e3199d,987.522187,24.06,55.46386700000001,28.57972,77.23442800000002,124.0,204.0,234.0
8122,8122,2020-10-26 03:38:32+05:30,00000000078e6811,aade4691-fd58-4be2-961d-5bcbd72b3156,987.542812,24.07,55.360352,28.579687,77.234421,124.0,207.0,234.0
8123,8123,2020-10-26 03:38:35+05:30,00000000078e6811,43827124-5bcb-4410-bb9d-f97fd09bfce0,987.571875,24.09,55.341797,28.579691,77.234413,123.0,208.0,235.0
8124,8124,2020-10-26 03:38:38+05:30,00000000078e6811,cb50ad73-ae41-4e1c-867e-66905b2cf413,987.531719,24.07,55.33984399999999,28.579687,77.234406,125.0,211.0,235.0
8128,8128,2020-10-26 03:38:47+05:30,00000000078e6811,03329da1-3b4e-40b2-a651-f4e450afcddb,987.569375,24.14,55.201172,28.5795,77.234573,127.0,212.0,236.0
8130,8130,2020-10-26 03:38:50+05:30,00000000078e6811,6b69feeb-9679-4443-8273-4647e0b728c8,987.587344,24.14,55.168945,28.5795,77.234581,125.0,213.0,235.0
8131,8131,2020-10-26 03:38:53+05:30,00000000078e6811,0e2c02c4-5d5b-4053-8abd-40f93da1830c,987.529375,24.17,55.130859,28.579496,77.234581,124.0,214.0,231.0
8133,8133,2020-10-26 03:38:56+05:30,00000000078e6811,37b14704-864d-4010-ae60-9d03c2d1d560,987.528203,24.18,55.111328,28.5795,77.234581,123.0,212.0,225.0
8134,8134,2020-10-26 03:38:59+05:30,00000000078e6811,9672ca3d-57ce-47c8-9ea4-762119ec0164,987.52125,24.19,55.02832,28.5795,77.234589,127.0,219.0,237.0
8137,8137,2020-10-26 03:39:02+05:30,00000000078e6811,0110e176-bbd1-4090-8608-ac72b642e360,987.529609,24.21,54.999023,28.579496,77.234596,125.0,213.0,231.0
8139,8139,2020-10-26 03:39:05+05:30,00000000078e6811,099cc673-7dfb-45cc-860e-92c7d221cfeb,987.547578,24.22,54.991211,28.579496,77.234604,124.0,206.0,223.0
8140,8140,2020-10-26 03:39:10+05:30,00000000078e6811,bb1bbb83-e7f4-47db-9fe1-52f65802cfbd,987.418984,24.18,54.889648,28.579493,77.234604,129.0,213.0,231.0
8143,8143,2020-10-26 03:39:17+05:30,00000000078e6811,53faf9d0-eb7c-43f0-9256-2e428ea64cd2,987.547734,24.27,54.827148,28.579485,77.234619,129.0,210.0,231.0
8146,8146,2020-10-26 03:39:20+05:30,00000000078e6811,bd66cf4c-2c6e-402a-a4bc-1f0ad9955cab,987.546563,24.28,54.80859399999999,28.579472,77.234627,127.0,208.0,229.0
8147,8147,2020-10-26 03:39:23+05:30,00000000078e6811,5de1022c-1186-4eea-be95-6d01bd85f84a,987.547656,24.29,54.755859,28.579475,77.234619,122.0,205.0,228.0
8150,8150,2020-10-26 03:39:31+05:30,00000000078e6811,c3b4f49d-9cc6-40d3-8524-23ec252f84b0,987.499531,24.32,54.67675799999999,28.57946,77.234634,121.0,208.0,233.0
8152,8152,2020-10-26 03:39:34+05:30,00000000078e6811,fa84349f-8824-450d-a933-b93fb8942706,987.54125,24.34,54.615234,28.57946,77.234627,120.0,207.0,234.0
8154,8154,2020-10-26 03:39:37+05:30,00000000078e6811,74697bf1-99f9-4859-b4f3-759c1fe293b9,987.514844,24.35,54.616211,28.579451,77.234634,120.0,204.0,231.0
8156,8156,2020-10-26 03:39:40+05:30,00000000078e6811,345da204-852b-4edc-8d35-3b984bdd72d8,987.510937,24.35,54.57421899999999,28.579447,77.23464200000002,121.0,198.0,231.0
8158,8158,2020-10-26 03:39:43+05:30,00000000078e6811,6ffe840f-a085-4c41-b553-98f278d5a942,987.535781,24.38,54.53515600000001,28.579435,77.23465,122.0,200.0,232.0
8160,8160,2020-10-26 03:39:46+05:30,00000000078e6811,106f5765-fa77-423f-b88f-0dde5f3050e8,987.545313,24.39,54.431641000000006,28.579435,77.23465,123.0,200.0,227.0
8162,8162,2020-10-26 03:39:49+05:30,00000000078e6811,b6763b6f-b727-44a6-a26e-d77a250cae8b,987.51375,24.4,54.454102,28.579435,77.23465,127.0,207.0,236.0
8165,8165,2020-10-26 03:39:55+05:30,00000000078e6811,7a7c3600-1514-403c-bab5-f09d0af2f6ff,987.563437,24.43,54.362305000000006,28.579432,77.23465,127.0,209.0,231.0
8167,8167,2020-10-26 03:39:58+05:30,00000000078e6811,f14c44e7-497c-4ab1-947f-649429612197,987.542656,24.44,54.3125,28.579435,77.234627,127.0,208.0,230.0
8168,8168,2020-10-26 03:40:01+05:30,00000000078e6811,5c197887-970d-48ed-8e47-6b604a41e253,987.520781,24.46,54.283203,28.579435,77.234627,127.0,209.0,235.0
8170,8170,2020-10-26 03:40:04+05:30,00000000078e6811,a0e09b1c-8bb3-4c24-bf77-5ee6705f696b,987.52375,24.47,54.251953,28.579435,77.234619,126.0,210.0,232.0
8172,8172,2020-10-26 03:40:07+05:30,00000000078e6811,24621ab1-3903-4168-a74c-cde67ac066af,987.544375,24.48,54.180664,28.579435,77.234612,124.0,208.0,231.0
8174,8174,2020-10-26 03:40:10+05:30,00000000078e6811,3852be06-d9b4-4104-a814-723d51413109,987.519453,24.49,54.150391000000006,28.579435,77.234612,127.0,209.0,233.0
8176,8176,2020-10-26 03:40:13+05:30,00000000078e6811,6fdf2c85-1fce-466c-bd5e-09afa1e301b7,987.518203,24.5,54.12988299999999,28.579432,77.234612,127.0,207.0,230.0
8178,8178,2020-10-26 03:40:16+05:30,00000000078e6811,feda03d3-ae3f-48b1-ac80-f2d7d21ebdea,987.515469,24.52,54.079102,28.579432,77.234612,127.0,209.0,233.0
8180,8180,2020-10-26 03:40:19+05:30,00000000078e6811,d446b5bc-a5b4-40d9-8296-b9e276ecb9db,987.533437,24.53,54.016602,28.579432,77.234612,127.0,207.0,225.0
8183,8183,2020-10-26 03:40:25+05:30,00000000078e6811,120db636-5966-40bd-9261-c35b3967a86f,987.519844,24.56,53.967773,28.579432,77.234612,125.0,205.0,221.0
8185,8185,2020-10-26 03:40:28+05:30,00000000078e6811,38cbc259-27aa-46c1-bc58-536f3f96bd0c,987.515547,24.57,53.905273,28.579432,77.234612,123.0,204.0,221.0
8186,8186,2020-10-26 03:40:31+05:30,00000000078e6811,9bcc18fe-a9b7-4b7b-808d-c9ed6f8d1b18,987.537656,24.58,53.82421899999999,28.579428000000004,77.234619,122.0,200.0,217.0
8187,8187,2020-10-26 03:40:37+05:30,00000000078e6811,df350c71-d072-464c-952e-e58d0b6f8124,987.508828,24.6,53.762695,28.579418,77.234627,120.0,195.0,210.0
8188,8188,2020-10-26 03:40:40+05:30,00000000078e6811,88b32151-d397-4ef6-8f29-c74f1f8316dc,987.519844,24.62,53.711914,28.579418,77.234627,121.0,196.0,213.0
8190,8190,2020-10-26 03:40:43+05:30,00000000078e6811,8246361c-4c8d-4d17-97d0-4c7036b6a845,987.543203,24.63,53.680664,28.579414,77.234634,122.0,198.0,216.0
8192,8192,2020-10-26 03:40:46+05:30,00000000078e6811,54711391-3937-4c2b-ae52-7f33a6dc3ca3,987.543437,24.64,53.662109,28.579411,77.234634,124.0,198.0,214.0
8194,8194,2020-10-26 03:40:52+05:30,00000000078e6811,b5187572-e3ad-43ec-aa0e-bc27d405c2c1,987.522656,24.67,53.570312,28.579407,77.23464200000002,125.0,205.0,224.0
8196,8196,2020-10-26 03:40:55+05:30,00000000078e6811,19f44178-28e1-4810-9f03-76c3d1fef69f,987.543594,24.68,53.529297,28.579407,77.23465,125.0,209.0,228.0
8197,8197,2020-10-26 03:40:58+05:30,00000000078e6811,46ae5910-f410-444b-9759-3da9362ada31,987.550781,24.69,53.51953100000001,28.579411,77.23464200000002,125.0,207.0,228.0
8199,8199,2020-10-26 03:41:01+05:30,00000000078e6811,c6a13f59-0ae2-4fea-9915-a9a7d8eed268,987.554922,24.71,53.490234,28.579407,77.23464200000002,122.0,202.0,224.0
8200,8200,2020-10-26 03:41:04+05:30,00000000078e6811,ff2be8ba-846c-4de7-bd5c-4cb7cc6ddcc5,987.557578,24.72,53.491211,28.579407,77.23464200000002,121.0,200.0,223.0
8202,8202,2020-10-26 03:41:07+05:30,00000000078e6811,de723997-8db9-477c-b106-cdd1ecdc8b18,987.532969,24.73,53.471680000000006,28.579403000000006,77.234657,122.0,200.0,222.0
8205,8205,2020-10-26 03:41:15+05:30,00000000078e6811,268fc0b4-5e14-4548-8401-5d2aeb140be1,987.55375,24.77,53.392578,28.579382,77.234665,125.0,200.0,220.0
8208,8208,2020-10-26 03:41:21+05:30,00000000078e6811,bf4ab572-cb27-4af8-aa97-c45ce7e84121,987.51375,24.78,53.24707,28.579390000000004,77.234665,126.0,205.0,225.0
8210,8210,2020-10-26 03:41:24+05:30,00000000078e6811,19e32a1a-e4e6-4c81-85c2-7d157c5f1dc9,987.422344,24.74,53.219727,28.579395,77.234657,125.0,203.0,224.0
8211,8211,2020-10-26 03:41:27+05:30,00000000078e6811,e07a8651-0bc4-4b45-9b92-6149ff138b1c,987.523281,24.81,53.186523,28.579395,77.23465,123.0,198.0,218.0
8213,8213,2020-10-26 03:41:30+05:30,00000000078e6811,69dd30d6-88f0-4801-8137-0df1fecffb62,987.494375,24.81,53.165039,28.579395,77.23465,123.0,199.0,222.0
8215,8215,2020-10-26 03:41:33+05:30,00000000078e6811,17013a0a-01e1-4441-ba3e-7069bfb5e2c7,987.472344,24.83,53.11425799999999,28.579399,77.23464200000002,123.0,205.0,227.0
8216,8216,2020-10-26 03:41:36+05:30,00000000078e6811,f01942c6-585b-4b5d-acf3-fc586a6a515e,987.483359,24.85,53.064453,28.579395,77.23464200000002,122.0,203.0,224.0
8218,8218,2020-10-26 03:41:39+05:30,00000000078e6811,abbfa227-fe62-4985-bbc1-5851f0d36413,987.524766,24.86,53.024414,28.579395,77.23464200000002,122.0,203.0,223.0
8221,8221,2020-10-26 03:41:45+05:30,00000000078e6811,321cb5df-fbc3-44c3-b2e3-5b750f78141f,987.502734,24.88,52.94238299999999,28.579386,77.23464200000002,120.0,203.0,218.0
8223,8223,2020-10-26 03:41:48+05:30,00000000078e6811,01d214ff-a3f0-42a7-a37a-317e8467c827,987.497187,24.9,52.912109,28.579382,77.23464200000002,118.0,198.0,216.0
8225,8225,2020-10-26 03:41:51+05:30,00000000078e6811,cdf606c8-3bec-4a07-b407-f2cc742b917e,987.517891,24.91,52.882812,28.579382,77.23464200000002,117.0,195.0,213.0
8227,8227,2020-10-26 03:41:54+05:30,00000000078e6811,eb7d87c4-4b43-47fd-918e-8cf33c24f0dd,987.520547,24.92,52.820312,28.579378,77.234634,120.0,197.0,216.0
8230,8230,2020-10-26 03:42:00+05:30,00000000078e6811,9acdd9fc-671c-4ed3-afee-c8e94a3bb3d7,987.534531,24.95,52.791016000000006,28.579374,77.234634,122.0,201.0,226.0
8232,8232,2020-10-26 03:42:03+05:30,00000000078e6811,3c229c00-9d7b-427b-bc25-cc76380eefd2,987.458594,24.93,52.748047,28.579374,77.234627,122.0,197.0,223.0
8234,8234,2020-10-26 03:42:06+05:30,00000000078e6811,adaa0258-515b-4d75-b268-4445485910dc,987.534688,24.97,52.710938,28.579374,77.234627,123.0,202.0,225.0
8236,8236,2020-10-26 03:42:12+05:30,00000000078e6811,cc67592d-8a08-4ca8-acd9-fff3fdbac899,987.526094,24.99,52.585938,28.579390000000004,77.234619,122.0,200.0,225.0
8239,8239,2020-10-26 03:42:18+05:30,00000000078e6811,75f67b41-1b1a-4bd4-91f2-89bc8d07d7ed,987.501406,25.01,52.578125,28.579411,77.234604,120.0,199.0,224.0
8241,8241,2020-10-26 03:42:21+05:30,00000000078e6811,6e1d6b10-1b49-4b7a-b280-a6eacc914b0d,987.491719,25.03,52.517578,28.579424,77.234604,119.0,199.0,222.0
8243,8243,2020-10-26 03:42:27+05:30,00000000078e6811,4e527435-8163-40cc-adb2-158aac286458,987.542969,25.05,52.466797,28.579443,77.234596,118.0,194.0,220.0
8244,8244,2020-10-26 03:42:30+05:30,00000000078e6811,378d2416-7a43-4366-a34d-139e7bd3fd1b,987.519375,25.07,52.436523,28.579456,77.234589,118.0,192.0,216.0
8246,8246,2020-10-26 03:42:33+05:30,00000000078e6811,8d83e6c0-d571-46dd-a355-6aff4cb7f450,987.518125,25.07,52.40625,28.579464,77.234581,120.0,192.0,220.0
8248,8248,2020-10-26 03:42:36+05:30,00000000078e6811,d83daeb2-e088-42de-97e0-20f6a21c99db,987.582891,25.1,52.366211,28.579468,77.234573,118.0,186.0,213.0
8251,8251,2020-10-26 03:42:42+05:30,00000000078e6811,eafcd62f-dfbf-4768-8085-df1ecc7fa9a0,987.52625,25.12,52.294922,28.579475,77.234566,127.0,202.0,228.0
8253,8253,2020-10-26 03:42:45+05:30,00000000078e6811,009288b3-c2fb-4fed-90bb-bf7c34b66624,987.529219,25.13,52.274414,28.579479,77.234566,126.0,200.0,222.0
8255,8255,2020-10-26 03:42:48+05:30,00000000078e6811,53d54fe1-ef29-47c1-877f-f260b630515c,987.522266,25.14,52.264648,28.579479,77.23455,123.0,193.0,222.0
8257,8257,2020-10-26 03:42:54+05:30,00000000078e6811,c111bdb8-8ac4-416f-b594-cd43cd5a3929,987.5525,25.16,52.194336,28.579472,77.23455,122.0,195.0,223.0
8259,8259,2020-10-26 03:42:57+05:30,00000000078e6811,b5388aa2-24a9-4cf0-817a-c282fb6dfc79,987.529219,25.18,52.15332,28.579472,77.23455,122.0,198.0,226.0
8261,8261,2020-10-26 03:43:00+05:30,00000000078e6811,bace12e0-a158-4425-80f4-83fb4f4b2e15,987.5775,25.19,52.113281,28.579468,77.23455,123.0,201.0,227.0
8263,8263,2020-10-26 03:43:03+05:30,00000000078e6811,539f52f1-d1ae-4874-ac55-6a74b5bf5f04,987.5525,25.2,52.092773,28.579468,77.23455,124.0,206.0,228.0
8265,8265,2020-10-26 03:43:06+05:30,00000000078e6811,a3061a97-fd81-42d4-8d27-1a76903ebe21,987.570469,25.21,52.052734,28.579468,77.234543,124.0,204.0,225.0
8267,8267,2020-10-26 03:43:09+05:30,00000000078e6811,29ef4d03-4320-439c-9417-ff4fe86df3a8,987.538828,25.22,52.022461,28.579472,77.234543,125.0,201.0,223.0
8269,8269,2020-10-26 03:43:12+05:30,00000000078e6811,c71f1aad-d109-48b3-b31a-904eed76c535,987.469609,25.24,52.023438,28.579468,77.234543,123.0,200.0,214.0
8272,8272,2020-10-26 03:43:18+05:30,00000000078e6811,b8e0b91f-233e-4a2b-b526-3ab7054b39df,987.560859,25.25,51.919922,28.579472,77.234543,122.0,195.0,204.0
8274,8274,2020-10-26 03:43:21+05:30,00000000078e6811,6c9561f9-50c8-47bf-a3ac-d146259dc277,987.516562,25.27,51.859375,28.579475,77.234535,125.0,199.0,208.0
8276,8276,2020-10-26 03:43:24+05:30,00000000078e6811,f88886e0-dd37-462d-a40b-1ec180c2b2f7,987.544219,25.28,51.807617,28.579475,77.234535,122.0,193.0,207.0
8278,8278,2020-10-26 03:43:27+05:30,00000000078e6811,a8fda52b-c2bd-42e8-81e2-da29bdfa5bcf,987.547109,25.29,51.777344,28.579475,77.234535,120.0,197.0,212.0
8280,8280,2020-10-26 03:43:30+05:30,00000000078e6811,8e905a15-505e-425c-b90f-512a6929f57c,987.52625,25.3,51.736328,28.579479,77.234535,122.0,203.0,221.0
8282,8282,2020-10-26 03:43:33+05:30,00000000078e6811,5bff3119-b1e8-4dd0-8745-4272a36b13de,987.533125,25.32,51.737305,28.579479,77.234528,120.0,202.0,221.0
8284,8284,2020-10-26 03:43:36+05:30,00000000078e6811,aa60515e-e23e-48e9-a312-f1d1d8d59f0f,987.542969,25.33,51.697266,28.579485,77.234528,121.0,200.0,223.0
8285,8285,2020-10-26 03:43:39+05:30,00000000078e6811,04d02097-1b4f-4278-872b-956156bd5abc,987.516719,25.33,51.675781,28.579485,77.234528,120.0,198.0,224.0
8287,8287,2020-10-26 03:43:42+05:30,00000000078e6811,2d8505a7-1df8-4c85-99ec-5285c8bf2edc,987.486328,25.35,51.625977,28.579489,77.234528,118.0,198.0,224.0
8289,8289,2020-10-26 03:43:45+05:30,00000000078e6811,b9c7b2b1-acfa-473f-b813-85374111c70b,987.54,25.35,51.625977,28.579493,77.23451999999997,121.0,198.0,223.0
8292,8292,2020-10-26 03:43:54+05:30,00000000078e6811,d3b92954-8e78-4e3a-b615-1d493d26ac6e,987.547344,25.39,51.556641,28.579508,77.23449699999998,122.0,206.0,236.0
8294,8294,2020-10-26 03:44:00+05:30,00000000078e6811,d95a20f3-87fa-445b-9b4f-fd0ed2ef232f,987.527812,25.42,51.506836,28.579525,77.234482,125.0,203.0,232.0
8296,8296,2020-10-26 03:44:03+05:30,00000000078e6811,4326c47f-daaa-42de-bd7a-698703eca096,987.505859,25.43,51.529297,28.579529,77.234474,126.0,201.0,228.0
8298,8298,2020-10-26 03:44:06+05:30,00000000078e6811,fb29310f-7cc2-45e7-8a65-0c3895b27b12,987.538828,25.44,51.487305,28.579533,77.23446700000002,124.0,198.0,225.0
8300,8300,2020-10-26 03:44:09+05:30,00000000078e6811,c1a0e687-98b5-425a-a9e8-0cb3ca795c83,987.521094,25.45,51.457031,28.579536,77.234459,122.0,196.0,229.0
8302,8302,2020-10-26 03:44:12+05:30,00000000078e6811,f45a64ab-41d7-405f-b323-eeb53ff48c81,987.516719,25.46,51.5,28.57954,77.234451,121.0,194.0,223.0
8304,8304,2020-10-26 03:44:15+05:30,00000000078e6811,9daf294b-1d5f-47bb-9b87-2aa35918f01e,987.555469,25.47,51.491211,28.57954,77.234444,118.0,193.0,226.0
8305,8305,2020-10-26 03:44:18+05:30,00000000078e6811,4f1608dc-ad7d-4263-af55-50d56b246d8e,987.549844,25.49,51.451172,28.57954,77.23442800000002,120.0,194.0,232.0
8308,8308,2020-10-26 03:44:24+05:30,00000000078e6811,696b1fd7-3d74-4cd7-afa5-64366f6ffa1a,987.53625,25.5,51.378906,28.57954,77.234421,122.0,197.0,228.0
8309,8309,2020-10-26 03:44:27+05:30,00000000078e6811,8c3b49fc-0460-4f53-9523-b7cb43b3763b,987.494688,25.52,51.327148,28.579536,77.234421,124.0,200.0,226.0
