,Unnamed: 0,dateTime,deviceId,uid,pressure,temperature,humidity,lat,long,pm1_0,pm2_5,pm10
10345,10345,2020-10-27 03:46:20+05:30,00000000078e6811,33a53b96-98ea-4976-a0db-ba1b7c5e1ea5,987.107578,21.35,51.177734,28.579273,77.225578,174.0,303.0,349.0
10348,10348,2020-10-27 03:46:23+05:30,00000000078e6811,9cc11fae-7993-4d32-8a2d-b97580cf3c20,987.114531,21.36,51.116211,28.579285,77.225578,171.0,300.0,341.0
10351,10351,2020-10-27 03:46:26+05:30,00000000078e6811,a90ab24e-d4c3-445b-a267-5840c37843aa,987.109219,21.37,51.179688,28.579288,77.225578,168.0,300.0,343.0
10354,10354,2020-10-27 03:46:29+05:30,00000000078e6811,ce503288-da64-488f-b439-edfafcf32225,987.123125,21.38,51.139648,28.579296000000006,77.22558599999998,173.0,307.0,357.0
10356,10356,2020-10-27 03:46:32+05:30,00000000078e6811,aaa26625-7a92-4ae8-abc0-a475594a765f,987.1425,21.39,51.129883,28.579329,77.22558599999998,170.0,301.0,353.0
10358,10358,2020-10-27 03:46:35+05:30,00000000078e6811,a135dd7d-b1c9-4400-bd61-5662e74ea484,987.095703,21.39,51.171875,28.579346,77.22558599999998,172.0,303.0,353.0
10361,10361,2020-10-27 03:46:38+05:30,00000000078e6811,5c254afc-98d7-4d95-8052-413032e926b1,987.112422,21.39,51.192383,28.579363,77.22558599999998,174.0,302.0,348.0
10364,10364,2020-10-27 03:46:41+05:30,00000000078e6811,17806aaf-8cba-4429-85db-324e965fb0fb,987.12625,21.4,51.235352,28.579382,77.225594,172.0,303.0,349.0
10366,10366,2020-10-27 03:46:44+05:30,00000000078e6811,6c2c0997-7f5a-4717-88b0-fe3fd3021e29,987.149609,21.41,51.257812,28.579395,77.225594,171.0,304.0,350.0
10368,10368,2020-10-27 03:46:47+05:30,00000000078e6811,56b02e08-894e-4fa6-8996-3f7d1ab7d54a,987.153828,21.42,51.331055,28.579407,77.225601,172.0,303.0,345.0
10370,10370,2020-10-27 03:46:50+05:30,00000000078e6811,8dc3667d-7da0-4baa-ae0b-d59e7dc80854,987.138906,21.43,51.342773,28.579414,77.225601,170.0,304.0,342.0
10372,10372,2020-10-27 03:46:53+05:30,00000000078e6811,ab5b4d01-4ef9-4333-820a-16193d719781,987.086719,21.43,51.416992,28.579399,77.225594,172.0,304.0,341.0
10375,10375,2020-10-27 03:46:56+05:30,00000000078e6811,22b705fd-18d0-442b-a51b-53953670ab45,987.102031,21.44,51.313477,28.579399,77.225594,170.0,303.0,344.0
10377,10377,2020-10-27 03:46:59+05:30,00000000078e6811,23685c8c-4c54-4031-bfe1-37c51302cbe6,987.111719,21.45,51.251953,28.579479,77.22560899999998,171.0,297.0,338.0
10380,10380,2020-10-27 03:47:02+05:30,00000000078e6811,c949ee5a-b7e2-434a-8f74-b278d4cee0b9,987.121641,21.46,51.25293,28.579496,77.22560899999998,172.0,299.0,340.0
10383,10383,2020-10-27 03:47:05+05:30,00000000078e6811,eefee9c5-71d4-4cda-b531-be0caccd0243,987.085781,21.47,51.202148,28.579521000000003,77.22560899999998,171.0,301.0,337.0
10386,10386,2020-10-27 03:47:08+05:30,00000000078e6811,e943df2c-0a55-401e-bbbf-c256a0025638,987.133906,21.47,51.170898,28.579512,77.22560899999998,170.0,300.0,348.0
10388,10388,2020-10-27 03:47:11+05:30,00000000078e6811,ca662caf-c2d4-49a4-b23a-bb2d75f0d677,987.11375,21.48,51.129883,28.579512,77.22560899999998,168.0,295.0,348.0
10390,10390,2020-10-27 03:47:14+05:30,00000000078e6811,05043d82-7a27-49ac-9ae3-b96a31fcefd7,987.130156,21.49,51.172852,28.579512,77.22560899999998,167.0,293.0,347.0
10394,10394,2020-10-27 03:47:20+05:30,00000000078e6811,0b063c77-3839-4fa2-bd83-462537d3ea2b,987.149844,21.51,51.09082,28.579517,77.22560899999998,164.0,293.0,351.0
10397,10397,2020-10-27 03:47:23+05:30,00000000078e6811,5e552786-237d-43b7-912e-cf056fec72ef,987.1525,21.52,51.071289,28.579517,77.22560899999998,162.0,290.0,347.0
10399,10399,2020-10-27 03:47:26+05:30,00000000078e6811,9c3665ca-0dfa-4203-a3b5-16537bbb7e00,987.088047,21.52,51.050781,28.579512,77.22560899999998,165.0,293.0,346.0
10402,10402,2020-10-27 03:47:29+05:30,00000000078e6811,7cec5a15-6926-4a98-8993-51d40bf6b8b9,987.089609,21.53,51.020508,28.579508,77.22560899999998,166.0,297.0,344.0
10405,10405,2020-10-27 03:47:32+05:30,00000000078e6811,9a35e238-98ab-4bc3-88b5-dffda6fc36e4,987.150391,21.55,51.022461,28.579504,77.22560899999998,165.0,302.0,345.0
10407,10407,2020-10-27 03:47:35+05:30,00000000078e6811,5b4ff999-b162-4bca-b3a0-363f15e516a3,987.136719,21.55,51.033203,28.5795,77.225616,171.0,315.0,349.0
10410,10410,2020-10-27 03:47:38+05:30,00000000078e6811,81a3d19f-6613-45dd-a3d1-0bacdaa200a3,987.131406,21.57,50.992188,28.579496,77.225616,169.0,312.0,343.0
10413,10413,2020-10-27 03:47:41+05:30,00000000078e6811,15741fc1-40ad-4b75-a671-b542dec67a21,987.139531,21.57,50.941406,28.579493,77.225616,169.0,307.0,338.0
10415,10415,2020-10-27 03:47:44+05:30,00000000078e6811,4f3c5bca-47e4-4d7c-8499-a858ba0b6d55,987.112031,21.57,50.919922,28.579493,77.225616,169.0,303.0,337.0
10418,10418,2020-10-27 03:47:47+05:30,00000000078e6811,0f5186bd-0ef6-4c52-b24c-33cf6f6895ae,987.123203,21.59,50.931641,28.579489,77.225616,170.0,305.0,342.0
10421,10421,2020-10-27 03:47:53+05:30,00000000078e6811,b4fec6ed-fef3-4acb-8df0-dd75dc9929fe,987.142734,21.61,50.891602,28.579475,77.225616,170.0,305.0,341.0
10424,10424,2020-10-27 03:47:56+05:30,00000000078e6811,28125692-25e6-4ef6-9baf-1755d4fdfe14,987.175938,21.61,50.87207,28.579472,77.225616,171.0,303.0,335.0
10427,10427,2020-10-27 03:47:59+05:30,00000000078e6811,5d8338e1-5f5c-48e1-9583-81ba39839b9f,987.091875,21.6,50.829102,28.57946,77.225616,169.0,301.0,335.0
10429,10429,2020-10-27 03:48:02+05:30,00000000078e6811,bd90b230-1c3d-46fb-a653-6a6af9b21a27,987.127969,21.63,50.841797,28.579456,77.225616,167.0,299.0,337.0
10432,10432,2020-10-27 03:48:05+05:30,00000000078e6811,07697e17-b867-4188-bb6b-09df4e1ae38c,987.129609,21.64,50.8125,28.579447,77.225616,169.0,296.0,337.0
10435,10435,2020-10-27 03:48:11+05:30,00000000078e6811,194a6aec-cc85-4270-89ef-55672a51ce85,987.140781,21.66,50.773438,28.579435,77.225624,169.0,308.0,345.0
10437,10437,2020-10-27 03:48:14+05:30,00000000078e6811,f28f355d-5af8-4f6d-9430-d83e2f98c707,987.140859,21.67,50.743164,28.579432,77.225624,171.0,311.0,346.0
10442,10442,2020-10-27 03:48:20+05:30,00000000078e6811,ba1b9dc6-431a-4299-b76f-6829a86821f2,987.108125,21.69,50.724609,28.579428000000004,77.225624,172.0,308.0,352.0
10445,10445,2020-10-27 03:48:26+05:30,00000000078e6811,20f7ff2c-75fa-45eb-b3fc-4767817f0faf,987.175781,21.71,50.673828,28.579418,77.225616,172.0,308.0,355.0
10448,10448,2020-10-27 03:48:29+05:30,00000000078e6811,af49b0c8-af9d-4c61-ae82-6ce04a9b7ca1,987.147187,21.72,50.654297,28.579414,77.225616,172.0,304.0,349.0
10451,10451,2020-10-27 03:48:32+05:30,00000000078e6811,e6eb059f-132d-4754-824c-adb956b70c7f,987.100312,21.72,50.633789,28.579411,77.225616,170.0,303.0,347.0
10453,10453,2020-10-27 03:48:35+05:30,00000000078e6811,5ee5b610-4876-428b-af16-17121085dcfd,987.128125,21.73,50.59375,28.579411,77.225616,167.0,296.0,338.0
10455,10455,2020-10-27 03:48:38+05:30,00000000078e6811,39b5af78-c6e6-4407-bde5-7a5637495ef9,987.167969,21.74,50.583008,28.579407,77.225616,171.0,306.0,348.0
10457,10457,2020-10-27 03:48:41+05:30,00000000078e6811,e4836e79-7a56-4512-98cb-3a8c226c230f,987.147656,21.75,50.585938,28.579407,77.225616,170.0,296.0,339.0
10460,10460,2020-10-27 03:48:44+05:30,00000000078e6811,b869ea20-0f24-4452-862b-f2bd9037de59,987.11875,21.76,50.553711,28.579403000000006,77.225616,170.0,294.0,331.0
10463,10463,2020-10-27 03:48:47+05:30,00000000078e6811,b136ee20-0932-464b-94b8-fe013a182125,987.100078,21.78,50.545898,28.579399,77.225624,169.0,296.0,332.0
10464,10464,2020-10-27 03:48:50+05:30,00000000078e6811,8e67f411-a219-45e1-9da5-6f6ce16b1196,987.104297,21.78,50.514648,28.579395,77.225624,170.0,294.0,327.0
10467,10467,2020-10-27 03:48:53+05:30,00000000078e6811,2490b829-8d7f-49a4-a767-c8efe3e54c3e,987.119688,21.8,50.454102,28.579390000000004,77.225624,170.0,300.0,336.0
10468,10468,2020-10-27 03:48:56+05:30,00000000078e6811,ab2c356a-9446-4292-a87b-e4725c9c682e,987.104766,21.81,50.444336,28.579386,77.225616,170.0,299.0,342.0
10471,10471,2020-10-27 03:48:59+05:30,00000000078e6811,0be941db-2ba4-426f-82c6-d35856f5e06d,987.050938,21.81,50.402344,28.579382,77.225624,170.0,297.0,337.0
10475,10475,2020-10-27 03:49:05+05:30,00000000078e6811,25c31ba4-84d7-4325-a275-f3ed42ee372a,987.100781,21.84,50.342773,28.579378,77.225616,167.0,299.0,343.0
10477,10477,2020-10-27 03:49:08+05:30,00000000078e6811,e9fe983a-7362-4e48-851f-61fa59a22605,987.109219,21.85,50.34375,28.579374,77.225616,167.0,301.0,348.0
10482,10482,2020-10-27 03:49:14+05:30,00000000078e6811,65f22678-51f2-4b03-ba74-ebebdac41e66,987.113906,21.87,50.327148,28.579378,77.225616,168.0,299.0,343.0
10484,10484,2020-10-27 03:49:17+05:30,00000000078e6811,ee66a8f9-d392-4b0d-a577-f001abcce0b8,987.137187,21.88,50.316406,28.579382,77.225616,169.0,298.0,342.0
10486,10486,2020-10-27 03:49:20+05:30,00000000078e6811,bb1a8be7-b99b-4005-aa75-4483c68b330c,987.060469,21.89,50.275391,28.579382,77.225616,170.0,298.0,346.0
10488,10488,2020-10-27 03:49:23+05:30,00000000078e6811,9495940c-dfa9-42b5-9220-c2d1167e2bb7,987.067422,21.9,50.245117,28.579382,77.225616,172.0,295.0,336.0
10492,10492,2020-10-27 03:49:29+05:30,00000000078e6811,4a22331d-3e1d-461c-a35c-4860442807f6,987.129453,21.93,50.185547,28.579382,77.225616,171.0,297.0,331.0
10495,10495,2020-10-27 03:49:32+05:30,00000000078e6811,000f726a-4715-43b4-afa6-212687d0d733,987.128281,21.94,50.134766,28.579382,77.225616,170.0,298.0,328.0
10497,10497,2020-10-27 03:49:35+05:30,00000000078e6811,96bfb799-5810-4dac-8e99-a5cd1add6f03,987.113125,21.94,50.124023,28.579378,77.225616,168.0,302.0,337.0
10501,10501,2020-10-27 03:49:41+05:30,00000000078e6811,11ab2a07-4c8e-4069-bfaf-e1a7764809a7,987.128828,21.98,50.12793,28.579378,77.225616,167.0,297.0,337.0
10503,10503,2020-10-27 03:49:47+05:30,00000000078e6811,2339b092-2937-415e-ad35-0ebc4016cae5,987.073984,22.0,50.098633,28.579374,77.225616,168.0,296.0,332.0
10507,10507,2020-10-27 03:49:50+05:30,00000000078e6811,a6119825-4260-45f2-923b-78302f19ccff,987.105625,22.0,50.056641,28.579374,77.225616,166.0,294.0,330.0
10509,10509,2020-10-27 03:49:53+05:30,00000000078e6811,0b21900f-0c95-4dd4-8c75-18ef98395c88,987.090781,22.01,50.047852,28.579374,77.225616,171.0,295.0,327.0
10512,10512,2020-10-27 03:49:56+05:30,00000000078e6811,97f88876-5c3d-43fb-89b5-65b3ae0c3054,987.090937,22.04,50.041016,28.579374,77.225616,164.0,282.0,312.0
10514,10514,2020-10-27 03:49:59+05:30,00000000078e6811,41136740-a8d3-423a-8fec-b47d0d627e00,987.106172,22.04,50.019531,28.57937,77.225616,172.0,295.0,323.0
10517,10517,2020-10-27 03:50:02+05:30,00000000078e6811,0a2487d7-31e9-4b5a-a112-3cae70c0ff80,987.126875,22.04,50.008789,28.579367,77.225616,167.0,287.0,317.0
10520,10520,2020-10-27 03:50:08+05:30,00000000078e6811,9bb3494a-77f3-40bd-8729-a000f383640d,987.100937,22.07,49.980469,28.579367,77.225616,168.0,293.0,331.0
10522,10522,2020-10-27 03:50:11+05:30,00000000078e6811,466d1dbf-a621-4d81-a854-b4bed8385ff9,987.091406,22.07,49.928711,28.579367,77.225616,169.0,297.0,335.0
10525,10525,2020-10-27 03:50:14+05:30,00000000078e6811,42353e40-3aff-4783-8b17-b256fd083e27,987.109531,22.1,49.900391,28.579363,77.225616,169.0,294.0,340.0
10529,10529,2020-10-27 03:50:19+05:30,00000000078e6811,d37455df-a4f5-4c57-af15-a8a677c9f2e4,987.090391,22.11,49.847656,28.579363,77.225616,166.0,289.0,331.0
10531,10531,2020-10-27 03:50:22+05:30,00000000078e6811,63d0e67e-6a28-4128-844e-05bfbb230a18,987.116875,22.13,49.860352,28.579363,77.225616,167.0,290.0,332.0
10533,10533,2020-10-27 03:50:25+05:30,00000000078e6811,453cb346-8284-4dbb-afb2-e4f3e82f814d,987.087813,22.12,49.829102,28.579357,77.225616,167.0,288.0,324.0
10536,10536,2020-10-27 03:50:31+05:30,00000000078e6811,12fd4dca-11d5-4562-95dc-76ce96ae6699,987.145937,22.16,49.8125,28.57935,77.225624,167.0,287.0,321.0
10539,10539,2020-10-27 03:50:34+05:30,00000000078e6811,a354c009-06d3-49e8-b501-9e16ca5d939f,987.084062,22.16,49.802734,28.57935,77.225624,166.0,288.0,320.0
10541,10541,2020-10-27 03:50:37+05:30,00000000078e6811,15018a15-bd7f-491c-8b58-ad57677f7523,987.121562,22.18,49.773438,28.579346,77.225624,167.0,289.0,329.0
10544,10544,2020-10-27 03:50:40+05:30,00000000078e6811,9f670525-3322-4718-ae7d-22775497af7b,987.120156,22.19,49.742188,28.579342,77.225624,166.0,290.0,328.0
10548,10548,2020-10-27 03:50:46+05:30,00000000078e6811,81e9d593-17e7-45bf-91ae-026c6cbb3e9c,987.045938,22.19,49.668945,28.579342,77.22563199999998,163.0,288.0,334.0
10552,10552,2020-10-27 03:50:52+05:30,00000000078e6811,faa1e2e7-1ea6-4b3a-ac63-fe274e90abb7,987.093438,22.24,49.674805,28.579321000000004,77.225639,162.0,288.0,330.0
10554,10554,2020-10-27 03:50:55+05:30,00000000078e6811,140f7223-6f36-48a5-9c47-4a48cf8ff072,987.12375,22.25,49.655273,28.579313,77.225639,168.0,299.0,342.0
10555,10555,2020-10-27 03:50:58+05:30,00000000078e6811,931e862f-09dd-421f-8fb7-1abcc19c146a,987.127969,22.26,49.646484,28.579309,77.225655,166.0,295.0,338.0
10558,10558,2020-10-27 03:51:01+05:30,00000000078e6811,91b1958f-d3e1-459e-9c3e-c0677180f5db,987.100469,22.26,49.583984,28.579296000000006,77.225655,164.0,292.0,333.0
10561,10561,2020-10-27 03:51:04+05:30,00000000078e6811,a4a77ab1-f25f-424b-826d-85a07366649e,987.13375,22.28,49.56543,28.579292,77.225662,170.0,301.0,332.0
10564,10564,2020-10-27 03:51:07+05:30,00000000078e6811,fa30728a-82a7-4955-9535-771abaf44b1f,987.128438,22.3,49.566406,28.579288,77.225662,165.0,292.0,321.0
10568,10568,2020-10-27 03:51:13+05:30,00000000078e6811,97657540-85c8-461f-9906-bd89a81c2db8,987.13,22.32,49.484375,28.579285,77.22567,170.0,294.0,322.0
10572,10572,2020-10-27 03:51:19+05:30,00000000078e6811,1a4174fa-7b9f-4ef8-b4e3-2fba5de53d29,987.097188,22.33,49.413086,28.579281,77.225677,169.0,293.0,326.0
10575,10575,2020-10-27 03:51:22+05:30,00000000078e6811,b3717205-31f9-4b8b-8088-11cf72a6ef7f,987.17875,22.37,49.374023,28.579281,77.225677,170.0,297.0,329.0
10578,10578,2020-10-27 03:51:25+05:30,00000000078e6811,9d63465d-2acd-4044-8318-7efefc6625bb,987.126406,22.38,49.407227,28.579281,77.225685,169.0,295.0,328.0
10579,10579,2020-10-27 03:51:28+05:30,00000000078e6811,34acad68-a966-430f-b06d-482856a9c00c,987.173437,22.38,49.408203,28.579281,77.225685,169.0,295.0,333.0
10582,10582,2020-10-27 03:51:31+05:30,00000000078e6811,3fb1d7c4-40c3-4d0d-b72c-7a309ac7c299,987.152812,22.4,49.367188,28.579281,77.225685,168.0,297.0,334.0
10584,10584,2020-10-27 03:51:34+05:30,00000000078e6811,69e16a8f-3cca-40e1-8eec-7236f0749cec,987.114531,22.41,49.399414,28.579281,77.225685,169.0,296.0,341.0
10586,10586,2020-10-27 03:51:37+05:30,00000000078e6811,2c702c50-00f9-45aa-a701-37c0d2e3e1eb,987.085625,22.41,49.390625,28.579277,77.225685,168.0,289.0,331.0
10587,10587,2020-10-27 03:51:40+05:30,00000000078e6811,3ab27a98-3a14-451c-afac-bc3a9de71449,987.132656,22.43,49.37207,28.579281,77.225685,172.0,297.0,347.0
10590,10590,2020-10-27 03:51:43+05:30,00000000078e6811,544d2890-f3f0-4a8e-82b0-730e58bc3b61,987.073437,22.44,49.30957,28.579281,77.225685,166.0,292.0,337.0
10591,10591,2020-10-27 03:51:46+05:30,00000000078e6811,df5fb3ba-c8ce-4de3-8012-ce9d15ecb64a,986.998828,22.41,49.326172,28.579281,77.225685,168.0,287.0,331.0
10594,10594,2020-10-27 03:51:49+05:30,00000000078e6811,49ee256c-759c-4691-ae2b-cb5ae78c05b2,987.065469,22.46,49.291016,28.579281,77.225685,168.0,286.0,327.0
10596,10596,2020-10-27 03:51:52+05:30,00000000078e6811,71ae4ed3-a630-4c0a-b92f-be0c674a5535,987.094531,22.48,49.261719,28.579277,77.225685,166.0,286.0,327.0
10602,10602,2020-10-27 03:51:58+05:30,00000000078e6811,5f246706-663a-4ecc-80e8-55cc40c4d4b4,987.074297,22.51,49.263672,28.579277,77.225685,169.0,290.0,335.0
10604,10604,2020-10-27 03:52:01+05:30,00000000078e6811,2d2c5ea3-b5dd-4cdc-83d7-3e9e8e5b531a,987.063281,22.52,49.211914,28.579277,77.225685,170.0,288.0,332.0
10607,10607,2020-10-27 03:52:07+05:30,00000000078e6811,fe895dd5-3e7a-45da-bb1e-4be403773b89,987.087266,22.54,49.110352,28.579288,77.225677,170.0,297.0,343.0
10610,10610,2020-10-27 03:52:10+05:30,00000000078e6811,c4fe0c12-24e4-4038-91e1-b490c4d73bc7,987.080469,22.55,49.037109,28.579296000000006,77.225677,169.0,298.0,348.0
10611,10611,2020-10-27 03:52:13+05:30,00000000078e6811,acc4dc69-414b-4bac-bcac-4628e52c43dd,987.119063,22.57,49.018555,28.579309,77.22567,170.0,301.0,342.0
10614,10614,2020-10-27 03:52:16+05:30,00000000078e6811,1b686091-d118-48be-9cc3-bd9739432674,987.119453,22.58,49.009766,28.579313,77.225662,169.0,296.0,333.0
10620,10620,2020-10-27 03:52:22+05:30,00000000078e6811,efa9c3af-4f38-4962-8269-d0882ee11f44,987.054844,22.6,48.884766,28.579329,77.225655,166.0,300.0,339.0
10623,10623,2020-10-27 03:52:25+05:30,00000000078e6811,01ce701b-f406-4781-86b8-9fe441b75db3,987.04,22.62,48.834961,28.579334000000006,77.225655,165.0,292.0,322.0
10625,10625,2020-10-27 03:52:28+05:30,00000000078e6811,31bbe0b0-81e0-4ded-b3a8-952d03c696df,987.088203,22.63,48.867188,28.579338,77.225639,164.0,284.0,314.0
10628,10628,2020-10-27 03:52:31+05:30,00000000078e6811,d4f237d2-85d1-4863-8b6c-b3055754bf04,987.047969,22.61,48.739258,28.579342,77.225639,165.0,277.0,306.0
10630,10630,2020-10-27 03:52:34+05:30,00000000078e6811,ba7ba885-9b27-4f6a-80f0-8e29f49938a8,987.052656,22.65,48.753906,28.579353,77.22563199999998,164.0,280.0,309.0
10633,10633,2020-10-27 03:52:37+05:30,00000000078e6811,a0fa8f94-6dc3-4020-a7d5-c70d69204edf,987.098125,22.66,48.693359,28.579357,77.22563199999998,164.0,282.0,315.0
10636,10636,2020-10-27 03:52:40+05:30,00000000078e6811,c8cbecad-f937-4071-983a-2892f2d0c4ce,987.07875,22.67,48.620117,28.57937,77.225624,164.0,283.0,319.0
10638,10638,2020-10-27 03:52:43+05:30,00000000078e6811,bc353c83-a37e-4e27-911f-934df170a7d4,987.061094,22.68,48.557617,28.579382,77.225624,165.0,286.0,323.0
10642,10642,2020-10-27 03:52:49+05:30,00000000078e6811,64fd74d5-8ba0-404a-a979-9be5b868346c,987.092969,22.71,48.487305,28.579403000000006,77.22560899999998,166.0,291.0,323.0
10644,10644,2020-10-27 03:52:52+05:30,00000000078e6811,9490ac51-86c9-4896-93cc-3868ae01ea44,987.079531,22.72,48.509766,28.579407,77.22560899999998,166.0,288.0,321.0
10647,10647,2020-10-27 03:52:55+05:30,00000000078e6811,8c33853d-65d0-4dc9-a722-39aee195687f,987.080703,22.72,48.458008,28.579411,77.225601,165.0,286.0,314.0
10650,10650,2020-10-27 03:52:58+05:30,00000000078e6811,b3e78ed5-9996-448a-a4a4-916c332fcc4f,987.105625,22.74,48.396484,28.579414,77.225601,165.0,288.0,314.0
10652,10652,2020-10-27 03:53:01+05:30,00000000078e6811,2b59d32d-672e-4002-b064-e59e46ba9336,987.071563,22.75,48.366211,28.579414,77.225601,164.0,285.0,308.0
10655,10655,2020-10-27 03:53:04+05:30,00000000078e6811,e1548e88-92a7-406e-b827-c2a92700d856,987.115547,22.76,48.388672,28.579418,77.225601,164.0,285.0,308.0
10658,10658,2020-10-27 03:53:07+05:30,00000000078e6811,79168bba-b50f-4ad0-b75a-9cec81ac261d,987.05625,22.77,48.293945,28.579428000000004,77.225594,166.0,282.0,311.0
10660,10660,2020-10-27 03:53:10+05:30,00000000078e6811,9fae07d1-7d2d-4a1b-bc9d-0dbbcf5dfcd7,987.070391,22.78,48.348633,28.579435,77.22558599999998,167.0,285.0,312.0
10663,10663,2020-10-27 03:53:13+05:30,00000000078e6811,b55833df-88ee-4440-853b-cff74736c87a,987.073125,22.79,48.276367,28.579443,77.22558599999998,166.0,284.0,307.0
10665,10665,2020-10-27 03:53:16+05:30,00000000078e6811,202a7b8e-d7fb-45d0-b3b7-4be1650b0f16,987.1075,22.81,48.162109,28.57946,77.225578,165.0,286.0,319.0
10668,10668,2020-10-27 03:53:19+05:30,00000000078e6811,38abbaf3-5df7-4647-88cc-a8c40638fd83,987.080312,22.82,48.110352,28.579464,77.225571,168.0,289.0,326.0
10670,10670,2020-10-27 03:53:22+05:30,00000000078e6811,08c9b421-f1ad-465b-aaff-a63d7e73266c,987.123203,22.84,48.060547,28.579472,77.225571,169.0,289.0,320.0
10672,10672,2020-10-27 03:53:25+05:30,00000000078e6811,ee16a86c-c5a4-4fba-800a-2c949f9c1e8e,987.034844,22.83,47.975586,28.579475,77.225571,168.0,288.0,314.0
10675,10675,2020-10-27 03:53:28+05:30,00000000078e6811,412f1e24-14b2-40ea-b113-2e9b424c5b93,987.051719,22.86,47.895508,28.579489,77.225563,165.0,286.0,319.0
10676,10676,2020-10-27 03:53:31+05:30,00000000078e6811,3fa3c741-84ca-4fbf-996c-5ce90b7ae090,987.0475,22.86,47.864258,28.579496,77.225563,167.0,288.0,325.0
10677,10677,2020-10-27 03:53:34+05:30,00000000078e6811,c502adb3-a1ef-43d3-8046-0b9638395543,987.053281,22.88,47.833984,28.579504,77.225555,166.0,287.0,322.0
10679,10679,2020-10-27 03:53:37+05:30,00000000078e6811,d329df99-3d69-4f3e-9d46-ed54747f3584,987.089219,22.9,47.887695,28.579512,77.225555,166.0,285.0,315.0
10683,10683,2020-10-27 03:53:43+05:30,00000000078e6811,71353611-ebfb-4c46-84e4-ece0b94719d0,987.10875,22.92,47.785156,28.579529,77.225548,166.0,279.0,313.0
10686,10686,2020-10-27 03:53:46+05:30,00000000078e6811,42e68e86-8a2d-4393-8424-a0339f267733,986.392969,22.51,47.741211,28.57954,77.22554000000002,168.0,282.0,316.0
10687,10687,2020-10-27 03:53:49+05:30,00000000078e6811,bf9d29a4-9de6-401a-a3c3-21b85f38a879,987.114531,22.95,47.705078,28.579554,77.22554000000002,168.0,281.0,304.0
10689,10689,2020-10-27 03:53:52+05:30,00000000078e6811,89b14333-b665-4e4f-83f9-e20194c4a77b,987.086875,22.95,47.621094,28.579557,77.225533,169.0,283.0,312.0
10692,10692,2020-10-27 03:53:58+05:30,00000000078e6811,0f46c448-09ac-4f45-b617-396ea3767d92,987.084297,22.98,47.539062,28.579586,77.22551,169.0,294.0,323.0
10695,10695,2020-10-27 03:54:04+05:30,00000000078e6811,86643c3e-7e59-4b80-bb22-08703257f9ac,987.078906,23.0,47.404297,28.579607,77.225502,167.0,297.0,326.0
